Year,Series,Units,Value
2021,ER_MRN_MARIN,PCT,0.26405
2021,ER_MRN_MARINT,SQKM,704.26871
2012,ER_MRN_MPA,PCT,16.66667
2013,ER_MRN_MPA,PCT,16.66667
2014,ER_MRN_MPA,PCT,16.66667
2015,ER_MRN_MPA,PCT,16.66667
2016,ER_MRN_MPA,PCT,16.66667
2017,ER_MRN_MPA,PCT,16.66667
2018,ER_MRN_MPA,PCT,16.66667
2019,ER_MRN_MPA,PCT,16.66667
2020,ER_MRN_MPA,PCT,16.66667
2021,ER_MRN_MPA,PCT,16.66667
