Year,Series,region,sex,age,Units,Value
2011,SI_POV_NAHC,4400,M,Age0-17,PCT,3.2
2012,SI_POV_NAHC,4400,M,Age0-17,PCT,8.5
2013,SI_POV_NAHC,4400,M,Age0-17,PCT,4.2
2014,SI_POV_NAHC,4400,M,Age0-17,PCT,5.2
2015,SI_POV_NAHC,4400,M,Age0-17,PCT,5.2
2016,SI_POV_NAHC,4400,M,Age0-17,PCT,4.6
2017,SI_POV_NAHC,4400,M,Age0-17,PCT,1.9
2018,SI_POV_NAHC,4400,M,Age0-17,PCT,3.5
2019,SI_POV_NAHC,4400,M,Age0-17,PCT,2.3
2020,SI_POV_NAHC,4400,M,Age0-17,PCT,2.5
2021,SI_POV_NAHC,4400,M,Age0-17,PCT,3.2
2022,SI_POV_NAHC,4400,M,Age0-17,PCT,3.2
2023,SI_POV_NAHC,4400,M,Age0-17,PCT,3.5
2024,SI_POV_NAHC,4400,M,Age0-17,PCT,6.8
2009,SI_POV_NAHC,4400,M,Age18-24,PCT,3.9
2010,SI_POV_NAHC,4400,M,Age18-24,PCT,4.7
2011,SI_POV_NAHC,4400,M,Age18-24,PCT,1.4
2012,SI_POV_NAHC,4400,M,Age18-24,PCT,4.2
2013,SI_POV_NAHC,4400,M,Age18-24,PCT,2.3
2014,SI_POV_NAHC,4400,M,Age18-24,PCT,6.8
2015,SI_POV_NAHC,4400,M,Age18-24,PCT,3.6
2016,SI_POV_NAHC,4400,M,Age18-24,PCT,1.6
2017,SI_POV_NAHC,4400,M,Age18-24,PCT,4.4
2018,SI_POV_NAHC,4400,M,Age18-24,PCT,2.8
2019,SI_POV_NAHC,4400,M,Age18-24,PCT,4.5
2020,SI_POV_NAHC,4400,M,Age18-24,PCT,1.3
2021,SI_POV_NAHC,4400,M,Age18-24,PCT,4.4
2022,SI_POV_NAHC,4400,M,Age18-24,PCT,1.3
2023,SI_POV_NAHC,4400,M,Age18-24,PCT,1.8
2024,SI_POV_NAHC,4400,M,Age18-24,PCT,2.0
2009,SI_POV_NAHC,4400,M,Age25-54,PCT,3.2
2010,SI_POV_NAHC,4400,M,Age25-54,PCT,2.3
2011,SI_POV_NAHC,4400,M,Age25-54,PCT,3.9
2012,SI_POV_NAHC,4400,M,Age25-54,PCT,4.3
2013,SI_POV_NAHC,4400,M,Age25-54,PCT,2.6
2014,SI_POV_NAHC,4400,M,Age25-54,PCT,2.7
2015,SI_POV_NAHC,4400,M,Age25-54,PCT,4.2
2016,SI_POV_NAHC,4400,M,Age25-54,PCT,3.6
2017,SI_POV_NAHC,4400,M,Age25-54,PCT,2.9
2018,SI_POV_NAHC,4400,M,Age25-54,PCT,3.1
2019,SI_POV_NAHC,4400,M,Age25-54,PCT,3.0
2020,SI_POV_NAHC,4400,M,Age25-54,PCT,2.2
2021,SI_POV_NAHC,4400,M,Age25-54,PCT,3.4
2022,SI_POV_NAHC,4400,M,Age25-54,PCT,1.9
2023,SI_POV_NAHC,4400,M,Age25-54,PCT,1.6
2024,SI_POV_NAHC,4400,M,Age25-54,PCT,2.7
2009,SI_POV_NAHC,4400,M,Age55-66,PCT,6.4
2010,SI_POV_NAHC,4400,M,Age55-66,PCT,4.5
2011,SI_POV_NAHC,4400,M,Age55-66,PCT,4.0
2012,SI_POV_NAHC,4400,M,Age55-66,PCT,5.9
2013,SI_POV_NAHC,4400,M,Age55-66,PCT,4.0
2014,SI_POV_NAHC,4400,M,Age55-66,PCT,4.1
2015,SI_POV_NAHC,4400,M,Age55-66,PCT,4.0
2016,SI_POV_NAHC,4400,M,Age55-66,PCT,3.6
2017,SI_POV_NAHC,4400,M,Age55-66,PCT,2.3
2018,SI_POV_NAHC,4400,M,Age55-66,PCT,4.1
2019,SI_POV_NAHC,4400,M,Age55-66,PCT,3.4
2020,SI_POV_NAHC,4400,M,Age55-66,PCT,2.7
2021,SI_POV_NAHC,4400,M,Age55-66,PCT,3.2
2022,SI_POV_NAHC,4400,M,Age55-66,PCT,0.9
2023,SI_POV_NAHC,4400,M,Age55-66,PCT,1.8
2024,SI_POV_NAHC,4400,M,Age55-66,PCT,2.1
2009,SI_POV_NAHC,4400,M,Age67-,PCT,4.7
2010,SI_POV_NAHC,4400,M,Age67-,PCT,1.9
2011,SI_POV_NAHC,4400,M,Age67-,PCT,2.8
2012,SI_POV_NAHC,4400,M,Age67-,PCT,3.1
2013,SI_POV_NAHC,4400,M,Age67-,PCT,1.8
2014,SI_POV_NAHC,4400,M,Age67-,PCT,1.3
2015,SI_POV_NAHC,4400,M,Age67-,PCT,1.8
2016,SI_POV_NAHC,4400,M,Age67-,PCT,3.0
2017,SI_POV_NAHC,4400,M,Age67-,PCT,3.2
2018,SI_POV_NAHC,4400,M,Age67-,PCT,3.2
2019,SI_POV_NAHC,4400,M,Age67-,PCT,1.6
2020,SI_POV_NAHC,4400,M,Age67-,PCT,1.4
2021,SI_POV_NAHC,4400,M,Age67-,PCT,2.1
2022,SI_POV_NAHC,4400,M,Age67-,PCT,2.1
2023,SI_POV_NAHC,4400,M,Age67-,PCT,3.0
2024,SI_POV_NAHC,4400,M,Age67-,PCT,3.4
